state,gender,year,name,number
NH,F,1928,Irene,64
NJ,F,1928,Angela,53
NJ,F,1928,Philomena,37
NJ,F,1928,Rosemary,70
NJ,F,1928,Marian,104
NJ,F,1928,Marjorie,151
NM,F,1928,Dolores,46
NY,F,1928,Priscilla,70
NY,F,1928,Caroline,195
NY,F,1928,Leatrice,46
NY,F,1928,Elvira,56
NY,F,1928,Irene,864
NY,F,1928,Grace,735
NY,F,1928,Jeannette,75
NY,F,1928,Marjorie,542
NY,F,1928,Rosemary,337
OH,F,1928,Rita,320
OH,F,1928,Jo,72
OH,F,1928,Mary,4003
OH,F,1928,Theresa,187
OH,F,1928,Miriam,92
OH,F,1928,Violet,117
OH,F,1928,Patsy,69
OH,F,1928,Gertrude,126
OH,F,1928,Bettie,42
OK,F,1928,Alice,152
OK,F,1928,Bettie,54
OK,F,1928,Beulah,64
OK,F,1928,Bertha,84
PA,F,1928,Ruth,1892
PA,F,1928,Isabel,64
PA,F,1928,Therese,47
PA,F,1928,Sara,271
SC,F,1928,Jean,69
SC,F,1928,Carolyn,89
SC,F,1928,Susie,49
SD,F,1928,Bernice,49
SD,F,1928,Ramona,47
TN,F,1928,Thelma,215
TN,F,1928,Eva,127
TN,F,1928,Lucy,71
TN,F,1928,Margaret,509
TX,F,1928,Grace,103
TX,F,1928,Jewel,96
TX,F,1928,Annie,482
TX,F,1928,Ada,96
TX,F,1928,Jennie,51
VA,F,1928,Edith,213
VA,F,1928,Rosa,124
VA,F,1928,Violet,61
VA,F,1928,Rose,90
VT,F,1928,Marjorie,39
WA,F,1928,Beverly,172
WA,F,1928,Janet,44
WA,F,1928,Dolores,140
WI,F,1928,Elaine,324
WI,F,1928,Virginia,380
WI,F,1928,Mary,1131
WI,F,1928,Ruby,66
WV,F,1928,Barbara,155
WV,F,1928,Dorothy,441
WV,F,1928,Beatrice,58
WV,F,1928,Joyce,75
AL,F,1929,Gladys,221
AR,F,1929,Earnestine,53
AR,F,1929,Jewel,43
AZ,F,1929,Patricia,50
CA,F,1929,Caroline,41
CA,F,1929,Emma,80
CA,F,1929,Nancy,314
CA,F,1929,Wanda,79
CA,F,1929,Delia,48
CA,F,1929,Marilyn,358
CA,F,1929,Eleanor,248
CO,F,1929,Juanita,40
CT,F,1929,Dorothy,369
CT,F,1929,Jean,283
DC,F,1929,Jean,75
DE,F,1929,Barbara,37
FL,F,1929,Mildred,191
FL,F,1929,Edna,92
FL,F,1929,Jessie,39
FL,F,1929,Pauline,53
GA,F,1929,Geneva,131
GA,F,1929,Susie,119
GA,F,1929,Opal,58
IA,F,1929,Patricia,328
IA,F,1929,Ruby,64
IA,F,1929,Donna,343
IA,F,1929,Jeannine,49
ID,F,1929,Joan,37
IL,F,1929,Sarah,78
IL,F,1929,Joy,68
IL,F,1929,Marguerite,73
IL,F,1929,Grace,235
IN,F,1929,Shirley,286
IN,F,1929,Elsie,61
IN,F,1929,Vera,84
IN,F,1929,Dolores,257
IN,F,1929,Theresa,66
IN,F,1929,Marilyn,311
KS,F,1929,Geraldine,73
KS,F,1929,Laura,41
KS,F,1929,Loretta,38
KS,F,1929,Roberta,54
KS,F,1929,Lillian,52
KY,F,1929,Annie,57
KY,F,1929,Bettie,47
KY,F,1929,Lillie,65
LA,F,1929,Alice,174
LA,F,1929,Alberta,45
LA,F,1929,Ora,43
LA,F,1929,Bernice,132
MA,F,1929,Janet,150
MA,F,1929,Marguerite,111
MA,F,1929,Jacqueline,135
MD,F,1929,Hazel,46
MD,F,1929,Elsie,57
MD,F,1929,Mary,1050
MD,F,1929,Margaret,376
MD,F,1929,Regina,38
MI,F,1929,Juanita,90
MI,F,1929,Rosemarie,51
MI,F,1929,Joanne,220
MI,F,1929,Darlene,50
MI,F,1929,Eva,97
MN,F,1929,Geraldine,154
MN,F,1929,Nancy,128
MN,F,1929,Clara,39
MO,F,1929,Eva,94
MO,F,1929,Sylvia,41
MO,F,1929,Vera,112
MS,F,1929,Estella,46
MS,F,1929,Martha,225
MS,F,1929,Hilda,45
MT,F,1929,Dorothy,112
NC,F,1929,Sarah,365
NC,F,1929,Nellie,194
NC,F,1929,Della,54
NC,F,1929,Essie,70
ND,F,1929,Violet,43
ND,F,1929,Shirley,123
ND,F,1929,Anna,45
NE,F,1929,Alice,102
NH,F,1929,Theresa,85
NJ,F,1929,Joanne,42
NJ,F,1929,Dorothy,1004
NJ,F,1929,Genevieve,63
NJ,F,1929,Lucille,99
NJ,F,1929,Blanche,40
NY,F,1929,Helene,138
NY,F,1929,June,545
NY,F,1929,Viola,149
NY,F,1929,Lorraine,684
NY,F,1929,Barbara,1409
NY,F,1929,Jeanne,415
NY,F,1929,Shirley,1542
OH,F,1929,Eva,106
OH,F,1929,Juanita,241
OH,F,1929,Ida,95
OH,F,1929,Patsy,85
OH,F,1929,Yvonne,54
OH,F,1929,Angeline,46
OK,F,1929,Mary,1350
OK,F,1929,Rose,71
OK,F,1929,Wanda,641
OK,F,1929,Virginia,329
OK,F,1929,Ethel,76
OK,F,1929,Barbara,237
OR,F,1929,Evelyn,53
OR,F,1929,Patricia,191
PA,F,1929,Angelina,65
PA,F,1929,Jeanne,268
PA,F,1929,Annette,50
PA,F,1929,Evelyn,746
PA,F,1929,Rosemarie,141
PA,F,1929,Yvonne,64
PA,F,1929,Kathryn,378
PA,F,1929,Hazel,204
RI,F,1929,Joan,65
SC,F,1929,Carrie,163
SC,F,1929,Fannie,61
SD,F,1929,Maxine,50
TN,F,1929,Peggy,161
TN,F,1929,Clara,161
TN,F,1929,Dora,66
TX,F,1929,Anna,279
TX,F,1929,Peggy,410
TX,F,1929,Katherine,137
TX,F,1929,Faye,82
TX,F,1929,Esther,161
TX,F,1929,Laura,156
TX,F,1929,Victoria,96
TX,F,1929,Dominga,51
TX,F,1929,Pauline,235
TX,F,1929,Loretta,46
UT,F,1929,Norma,85
VA,F,1929,Margie,76
VA,F,1929,Jessie,49
VA,F,1929,Gertrude,69
VA,F,1929,Wilma,69
WA,F,1929,Margaret,171
WA,F,1929,Mary,432
WI,F,1929,Esther,81
WI,F,1929,Grace,162
WV,F,1929,Gloria,63
WV,F,1929,Violet,95
WV,F,1929,Audrey,61
WV,F,1929,Joyce,81
WY,F,1929,Dorothy,48
WY,F,1929,Shirley,47
AL,F,1930,Rose,75
AL,F,1930,Anna,103
AL,F,1930,Lucile,69
AL,F,1930,Jewell,43
AL,F,1930,Lottie,50
AR,F,1930,Gladys,90
AR,F,1930,Norma,144
CA,F,1930,Rosemarie,40
CA,F,1930,Roberta,115
CA,F,1930,Marian,169
CA,F,1930,Dora,83
CA,F,1930,Barbara,1414
CA,F,1930,Darlene,75
CA,F,1930,Carmen,215
CA,F,1930,Paula,41
CA,F,1930,Marilyn,520
CO,F,1930,Esther,48
CO,F,1930,Ruby,41
CT,F,1930,Geraldine,44
DC,F,1930,Patricia,93
DC,F,1930,Evelyn,40
FL,F,1930,Peggy,45
FL,F,1930,Willie,104
FL,F,1930,Pauline,54
GA,F,1930,Barbara,313
IA,F,1930,Pauline,78
IL,F,1930,Vivian,159
IL,F,1930,Myrtle,51
IL,F,1930,Diana,47
IL,F,1930,Gertrude,114
IL,F,1930,Margaret,897
IN,F,1930,Jean,226
KS,F,1930,Gladys,53
KS,F,1930,Helen,251
KS,F,1930,Marilyn,136
KS,F,1930,Charlotte,50
KS,F,1930,Alice,154
KY,F,1930,Louise,173
KY,F,1930,Virgie,45
KY,F,1930,Dorothy,781
KY,F,1930,Delores,66
KY,F,1930,Goldie,51
LA,F,1930,Alice,154
LA,F,1930,Mae,58
LA,F,1930,Ellen,38
LA,F,1930,Juanita,115
MA,F,1930,Dolores,248
MA,F,1930,Joyce,151
MA,F,1930,Cynthia,61
MA,F,1930,Beverly,215
MA,F,1930,Vivian,46
MD,F,1930,Annie,44
ME,F,1930,Carolyn,42
ME,F,1930,Rita,102
ME,F,1930,Alice,73
MI,F,1930,Delphine,71
MI,F,1930,Jane,161
MI,F,1930,Marcella,48
MI,F,1930,Rosemarie,49
MI,F,1930,Alberta,45
MI,F,1930,Wilma,122
MN,F,1930,Edna,40
MN,F,1930,Jeanette,104
MN,F,1930,Pearl,39
MN,F,1930,Marion,151
MN,F,1930,Eleanor,84
MN,F,1930,Bette,44
MN,F,1930,Jane,69
MO,F,1930,Elizabeth,192
MO,F,1930,Grace,79
MO,F,1930,Ada,41
MO,F,1930,Lois,294
MO,F,1930,Clara,117
MS,F,1930,Earnestine,63
MS,F,1930,Evelyn,141
MS,F,1930,Sara,49
MS,F,1930,Edith,68
MS,F,1930,Rosa,48
MS,F,1930,Eddie,40
MS,F,1930,Ann,69
MT,F,1930,Helen,120
NC,F,1930,Velma,55
NC,F,1930,Nancy,362
NC,F,1930,Dollie,37
NC,F,1930,Ola,48
NC,F,1930,Edna,348
ND,F,1930,Delores,111
ND,F,1930,Alice,70
NH,F,1930,Margaret,49
NJ,F,1930,Ida,61
NJ,F,1930,Frances,333
NM,F,1930,Josephine,46
NY,F,1930,Nellie,71
NY,F,1930,Anne,646
NY,F,1930,Isabel,77
NY,F,1930,Arline,76
OH,F,1930,Clara,230
OH,F,1930,Deloris,40
OH,F,1930,Julia,122
OH,F,1930,Jeannine,40
OH,F,1930,Miriam,78
OH,F,1930,Jessie,37
OH,F,1930,Edith,212
OK,F,1930,Nellie,66
OK,F,1930,Bernice,56
OK,F,1930,Jean,128
OK,F,1930,Vivian,58
PA,F,1930,Alberta,125
PA,F,1930,Charlotte,345
PA,F,1930,Agnes,313
PA,F,1930,Marian,424
PA,F,1930,Olive,63
SC,F,1930,Janie,79
SC,F,1930,Pauline,74
SC,F,1930,Clara,110
SC,F,1930,Virginia,210
TN,F,1930,Eva,133
TN,F,1930,Margie,131
TN,F,1930,Sara,87
TX,F,1930,Jeanette,77
TX,F,1930,Margie,277
TX,F,1930,Sarah,173
UT,F,1930,Donna,137
VA,F,1930,Sadie,42
VA,F,1930,June,123
VA,F,1930,Bertha,79
VT,F,1930,Lorraine,48
WA,F,1930,Joyce,139
WA,F,1930,Joann,41
WA,F,1930,Edith,37
WA,F,1930,Marilyn,165
WI,F,1930,Lorraine,297
WV,F,1930,Bertha,47
WV,F,1930,Clara,83
WV,F,1930,Patty,46
WV,F,1930,Erma,42
WV,F,1930,Gladys,102
WV,F,1930,Thelma,140
WV,F,1930,Ida,50
WV,F,1930,Alma,76
WY,F,1930,Betty,101
AL,F,1931,Anna,91
AL,F,1931,Vera,95
AL,F,1931,Jeanette,67
AL,F,1931,Hattie,115
AL,F,1931,Christine,135
AR,F,1931,Bernice,100
AR,F,1931,Edith,64
AR,F,1931,Ruthie,62
AR,F,1931,Jo,75
AZ,F,1931,Maria,64
CA,F,1931,Charlotte,122
CA,F,1931,Esperanza,42
CA,F,1931,Charlene,57
CA,F,1931,Anita,123
CA,F,1931,Doris,286
CA,F,1931,Dona,46
CA,F,1931,Catherine,119
CA,F,1931,Louise,188
CO,F,1931,Lorraine,46
CO,F,1931,Josephine,61
CO,F,1931,Edna,37
CO,F,1931,Maria,46
CT,F,1931,Elaine,72
CT,F,1931,June,77
CT,F,1931,Anne,78
CT,F,1931,Dolores,140
DC,F,1931,Joyce,40
FL,F,1931,Katherine,41
FL,F,1931,Vera,44
FL,F,1931,Alice,106
GA,F,1931,Sadie,46
GA,F,1931,Marilyn,44
GA,F,1931,Dorothy,877
GA,F,1931,Lizzie,75
IA,F,1931,Lillian,51
IA,F,1931,Ramona,50
IA,F,1931,Bernice,44
ID,F,1931,Jean,43
ID,F,1931,Betty,139
IL,F,1931,Elsie,127
IL,F,1931,Ruth,702
IL,F,1931,Helen,895
IL,F,1931,Erma,50
IL,F,1931,Irene,307
IL,F,1931,Muriel,47
IL,F,1931,Marjorie,364
IL,F,1931,Jane,254
IL,F,1931,Gwendolyn,74
IL,F,1931,Alice,489
IN,F,1931,Kathryn,76
IN,F,1931,Pauline,78
IN,F,1931,Delores,161
KS,F,1931,Delores,129
KY,F,1931,Ruby,306
KY,F,1931,Patsy,111
LA,F,1931,Rita,130
LA,F,1931,Shirley,275
LA,F,1931,Lorraine,58
LA,F,1931,Beatrice,78
LA,F,1931,Bessie,101
LA,F,1931,Verna,76
LA,F,1931,Dolores,156
LA,F,1931,Mildred,226
LA,F,1931,Julia,56
MD,F,1931,Frances,168
ME,F,1931,Evelyn,57
MI,F,1931,Wilma,120
MI,F,1931,Jessie,41
MI,F,1931,Marion,198
MI,F,1931,Carol,274
MI,F,1931,Dolores,718
MI,F,1931,Jacquelyn,51
MI,F,1931,Ella,51
MN,F,1931,Marian,118
MO,F,1931,Lena,46
MO,F,1931,Jean,248
MS,F,1931,Ella,110
MS,F,1931,Irene,81
MS,F,1931,Vera,70
MS,F,1931,Emma,153
MT,F,1931,Betty,166
MT,F,1931,Shirley,88
NC,F,1931,Katie,93
NC,F,1931,Juanita,164
NC,F,1931,Jane,87
NC,F,1931,Martha,413
NC,F,1931,Ruby,430
NC,F,1931,Elsie,140
ND,F,1931,Patricia,88
NE,F,1931,Dolores,103
NE,F,1931,Charlotte,52
NJ,F,1931,Jeanne,112
NJ,F,1931,Helen,591
NJ,F,1931,Doris,601
NM,F,1931,Ramona,38
NM,F,1931,Helen,92
NY,F,1931,Paula,72
NY,F,1931,Priscilla,72
NY,F,1931,Adele,140
NY,F,1931,Sadie,44
OH,F,1931,Irma,40
OH,F,1931,Marilyn,828
OH,F,1931,Ruth,918
OH,F,1931,Beverly,312
OK,F,1931,Dora,42
OK,F,1931,Thelma,131
OK,F,1931,Rosa,39
OK,F,1931,Jo,141
OR,F,1931,Delores,43
PA,F,1931,Shirley,1559
PA,F,1931,Blanche,86
PA,F,1931,Rita,547
PA,F,1931,Hazel,175
PA,F,1931,Amelia,59
PA,F,1931,Diane,46
SD,F,1931,Ruth,73
TN,F,1931,Myrtle,82
TX,F,1931,Lola,115
TX,F,1931,Mattie,120
TX,F,1931,Ofelia,77
TX,F,1931,Phyllis,58
TX,F,1931,Roberta,50
TX,F,1931,Janice,58
TX,F,1931,Bettie,153
TX,F,1931,Dorothy,1478
UT,F,1931,Norma,72
VA,F,1931,Rose,74
VA,F,1931,Minnie,66
VT,F,1931,Rita,39
WA,F,1931,Shirley,258
WI,F,1931,Yvonne,62
WI,F,1931,Betty,739
WV,F,1931,Lois,116
WV,F,1931,Violet,73
WV,F,1931,Ruby,174
WY,F,1931,Betty,92
AL,F,1932,Lucy,77
AL,F,1932,Lizzie,51
AL,F,1932,Lillie,249
AL,F,1932,Ella,133
AL,F,1932,Annie,806
AR,F,1932,Jewel,38
AR,F,1932,Viola,43
AZ,F,1932,Frances,51
CA,F,1932,Charlene,64
CA,F,1932,Joy,72
CA,F,1932,Lois,295
CA,F,1932,Yvonne,89
CA,F,1932,Gloria,483
CA,F,1932,Constance,91
CA,F,1932,Genevieve,52
CA,F,1932,Rosie,81
CA,F,1932,Loretta,78
CT,F,1932,Ruth,148
CT,F,1932,Elaine,63
FL,F,1932,Barbara,307
GA,F,1932,Patsy,52
GA,F,1932,Julia,139
GA,F,1932,Ollie,48
GA,F,1932,Jo,75
GA,F,1932,Dolores,37
GA,F,1932,Betty,1719
HI,F,1932,Irene,40
IA,F,1932,Lorraine,66
IA,F,1932,Pauline,59
IA,F,1932,Katherine,42
IA,F,1932,Ann,46
IA,F,1932,Marilyn,505
ID,F,1932,Beverly,67
IL,F,1932,Peggy,188
IL,F,1932,Carol,600
IL,F,1932,Wanda,202
IL,F,1932,Elizabeth,352
IL,F,1932,Maureen,57
IL,F,1932,Juanita,178
IL,F,1932,Jo,95
IL,F,1932,Charlotte,228
IL,F,1932,Caroline,51
IN,F,1932,Joanne,60
IN,F,1932,Jean,160
IN,F,1932,Edna,110
IN,F,1932,Delores,170
IN,F,1932,Gloria,136
IN,F,1932,Lillian,53
IN,F,1932,Katherine,60
KS,F,1932,Irene,42
KS,F,1932,Joanne,44
KY,F,1932,Della,52
KY,F,1932,Marie,129
KY,F,1932,Ida,77
KY,F,1932,Marian,39
LA,F,1932,Katie,48
LA,F,1932,Marjorie,72
LA,F,1932,Leola,55
LA,F,1932,Marion,84
MA,F,1932,Judith,110
MA,F,1932,Agnes,62
MD,F,1932,Marilyn,42
MD,F,1932,Charlotte,96
MD,F,1932,Rita,55
ME,F,1932,Jean,87
MI,F,1932,Madeline,38
MI,F,1932,Wilma,104
MI,F,1932,Sarah,50
MI,F,1932,Maryann,47
MN,F,1932,Sylvia,51
MN,F,1932,Virginia,148
MN,F,1932,Patricia,499
MN,F,1932,Carolyn,66
MN,F,1932,Theresa,55
MO,F,1932,Sarah,54
MO,F,1932,Georgia,107
MO,F,1932,Juanita,182
MO,F,1932,Darlene,85
MO,F,1932,Lorene,46
MO,F,1932,Wanda,300
MS,F,1932,Lucy,67
MS,F,1932,June,41
MS,F,1932,Gladys,146
NC,F,1932,Vivian,109
NC,F,1932,Lena,77
ND,F,1932,Florence,41
NE,F,1932,Shirley,275
NE,F,1932,Patricia,237
NH,F,1932,Barbara,150
NJ,F,1932,Dolores,542
NJ,F,1932,Helen,523
NJ,F,1932,Charlotte,116
NJ,F,1932,Sarah,58
NJ,F,1932,Anita,80
NY,F,1932,Laura,219
NY,F,1932,Connie,118
NY,F,1932,Rita,655
NY,F,1932,Bessie,55
NY,F,1932,Betty,1133
NY,F,1932,Bernadette,45
NY,F,1932,Valerie,37
OH,F,1932,Jeanette,112
OH,F,1932,Rosemary,207
OH,F,1932,Rosemarie,42
OH,F,1932,Susan,89
OH,F,1932,Ada,41
OH,F,1932,Maxine,125
OK,F,1932,Margaret,246
OK,F,1932,Melba,65
OK,F,1932,Jackie,51
OK,F,1932,Lillie,60
OK,F,1932,Louise,108
OK,F,1932,Freda,46
OK,F,1932,Mary,1224
OK,F,1932,Willa,38
PA,F,1932,Lorraine,375
PA,F,1932,Vivian,178
PA,F,1932,Henrietta,46
PA,F,1932,Mae,87
SC,F,1932,Vera,39
SC,F,1932,Bonnie,48
SC,F,1932,Mamie,96
SD,F,1932,Alice,63
SD,F,1932,Betty,185
TN,F,1932,Helen,476
TN,F,1932,Mary,2022
TN,F,1932,Inez,39
TN,F,1932,Agnes,64
TN,F,1932,Ethel,112
TX,F,1932,Berta,43
TX,F,1932,Ruth,376
TX,F,1932,Jeanne,41
TX,F,1932,Josephine,186
TX,F,1932,Virginia,501
TX,F,1932,Herlinda,38
TX,F,1932,Francisca,82
TX,F,1932,Kathryn,101
TX,F,1932,Herminia,39
VA,F,1932,Lucille,130
VA,F,1932,Mae,47
VA,F,1932,Cora,45
VA,F,1932,Janice,42
VA,F,1932,Lula,40
VA,F,1932,Bettie,57
VA,F,1932,Agnes,63
VA,F,1932,Eula,46
WI,F,1932,Edith,60
WI,F,1932,Gladys,88
WI,F,1932,Donna,475
WI,F,1932,Norma,100
WI,F,1932,Joann,101
AL,F,1933,Ada,53
AL,F,1933,Bettye,81
AL,F,1933,Velma,62
AL,F,1933,Kathryn,42
AL,F,1933,Katie,76
AL,F,1933,Georgia,80
CA,F,1933,Phyllis,236
CA,F,1933,Anita,123
CA,F,1933,Victoria,43
CA,F,1933,Teresa,47
CA,F,1933,Judy,52
CA,F,1933,Eleanor,200
CT,F,1933,Jean,186
CT,F,1933,Lillian,64
CT,F,1933,Shirley,154
CT,F,1933,Helen,121
CT,F,1933,Theresa,91
DC,F,1933,Joan,112
DC,F,1933,Mary,295
DC,F,1933,Shirley,84
FL,F,1933,Martha,142
GA,F,1933,Mildred,325
GA,F,1933,Pearlie,42
IA,F,1933,Loretta,56
IA,F,1933,Jean,184
IL,F,1933,Marie,256
IL,F,1933,Joyce,681
IL,F,1933,Kathleen,186
IL,F,1933,Norma,507
IL,F,1933,Marjorie,304
IL,F,1933,Nina,43
IN,F,1933,Joy,43
IN,F,1933,Ellen,39
KS,F,1933,Rita,66
KS,F,1933,Jean,86
KS,F,1933,Joanne,46
KY,F,1933,Rebecca,52
KY,F,1933,Rosie,45
KY,F,1933,Bettye,43
KY,F,1933,Martha,368
KY,F,1933,Eleanor,51
KY,F,1933,Lois,237
KY,F,1933,Kathleen,79
KY,F,1933,Verna,42
KY,F,1933,Fannie,49
LA,F,1933,Lena,58
LA,F,1933,Ora,42
LA,F,1933,Rita,97
LA,F,1933,Laura,81
LA,F,1933,Marjorie,73
LA,F,1933,Jean,89
LA,F,1933,Barbara,300
LA,F,1933,Bobbie,96
MA,F,1933,Madeline,40
MA,F,1933,Eileen,134
MA,F,1933,Grace,117
MD,F,1933,Helen,220
MD,F,1933,Carolyn,66
MD,F,1933,Janet,121
ME,F,1933,Priscilla,47
ME,F,1933,Elaine,46
MI,F,1933,Muriel,38
MI,F,1933,Yvonne,88
MN,F,1933,Marie,93
MN,F,1933,Lavonne,89
MN,F,1933,Joan,475
MO,F,1933,Vera,68
MO,F,1933,Esther,57
MS,F,1933,Delores,43
MS,F,1933,Sara,73
MS,F,1933,Margie,82
MT,F,1933,Joan,76
NC,F,1933,Anne,97
NC,F,1933,Joyce,381
NC,F,1933,Margaret,621
NC,F,1933,Nannie,69
NC,F,1933,Frances,477
ND,F,1933,Beverly,99
ND,F,1933,Joan,69
NE,F,1933,Geraldine,46
NJ,F,1933,Joan,1342
NJ,F,1933,Carol,266
NJ,F,1933,Shirley,245
NJ,F,1933,Julia,71
NJ,F,1933,Anne,152
NJ,F,1933,Bernice,77
NJ,F,1933,Betty,355
NM,F,1933,Viola,42
NM,F,1933,Virginia,60
NY,F,1933,Clara,177
NY,F,1933,Ann,1042
NY,F,1933,Estelle,106
NY,F,1933,Sophie,48
NY,F,1933,Muriel,170
NY,F,1933,Janice,236
NY,F,1933,Anne,575
OH,F,1933,Sandra,65
OH,F,1933,Verna,47
OH,F,1933,Patty,99
OH,F,1933,Jane,291
OH,F,1933,Geneva,45
OH,F,1933,Marcia,82
OH,F,1933,Loretta,122
OH,F,1933,Louise,148
OK,F,1933,Eva,86
OK,F,1933,Joyce,332
OK,F,1933,Marie,65
OR,F,1933,Barbara,195
PA,F,1933,Claire,140
PA,F,1933,Eleanore,48
PA,F,1933,Mona,46
PA,F,1933,Margie,73
SC,F,1933,Sara,145
SC,F,1933,Laura,82
SC,F,1933,Alma,57
SC,F,1933,Sylvia,44
SC,F,1933,Gloria,55
SC,F,1933,Vivian,73
SC,F,1933,Lizzie,47
SC,F,1933,Alberta,38
TN,F,1933,Margaret,432
TN,F,1933,Peggy,413
TN,F,1933,Sara,93
TN,F,1933,Shirley,176
TN,F,1933,Pearl,37
TN,F,1933,Flora,41
TN,F,1933,Daisy,46
TX,F,1933,Nell,41
TX,F,1933,Bertha,187
TX,F,1933,Violet,41
TX,F,1933,Doris,687
TX,F,1933,Rosa,227
TX,F,1933,Roberta,54
TX,F,1933,Katie,52
TX,F,1933,Lillie,187
TX,F,1933,Gloria,456
TX,F,1933,Lena,64
TX,F,1933,Darlene,37
TX,F,1933,Maggie,54
VA,F,1933,Blanche,38
VA,F,1933,Joyce,288
WI,F,1933,Marcella,61
WI,F,1933,Anna,82
WV,F,1933,Josephine,44
WV,F,1933,Clara,78
WV,F,1933,Hazel,105
WV,F,1933,Joann,85
AL,F,1934,Evelyn,188
AL,F,1934,Eloise,62
AL,F,1934,Vivian,92
AL,F,1934,Jane,62
AR,F,1934,Lula,51
AR,F,1934,Bertha,49
AR,F,1934,Melba,54
AR,F,1934,Annie,126
AR,F,1934,Willie,130
AR,F,1934,Jessie,78
AZ,F,1934,Frances,64
AZ,F,1934,Helen,77
AZ,F,1934,Rose,40
CA,F,1934,Josephine,172
CA,F,1934,Martha,147
CA,F,1934,Diane,302
CA,F,1934,Sue,50
CA,F,1934,Dona,37
CA,F,1934,Gladys,54
CA,F,1934,Barbara,1479
CT,F,1934,Catherine,56
DC,F,1934,Nancy,77
DE,F,1934,Barbara,67
FL,F,1934,Gloria,105
GA,F,1934,Elizabeth,352
GA,F,1934,Marie,135
GA,F,1934,Ann,148
GA,F,1934,Evelyn,310
GA,F,1934,Sarah,344
HI,F,1934,Janet,62
IA,F,1934,Jane,87
IL,F,1934,Edna,102
IL,F,1934,Jo,140
IL,F,1934,Josephine,195
IL,F,1934,Gloria,351
IL,F,1934,Jean,572
IL,F,1934,Loretta,246
IL,F,1934,Harriet,64
IL,F,1934,Sharon,113
IN,F,1934,Pat,39
IN,F,1934,Mildred,109
KS,F,1934,Kathryn,51
KS,F,1934,Martha,83
KY,F,1934,Ellen,39
KY,F,1934,Elizabeth,267
KY,F,1934,Nannie,39
KY,F,1934,Sylvia,87
KY,F,1934,Maxine,87
LA,F,1934,Leona,47
LA,F,1934,Ann,73
LA,F,1934,Willie,156
LA,F,1934,Ida,78
LA,F,1934,Rosie,65
LA,F,1934,Lois,139
LA,F,1934,Eva,79
LA,F,1934,Agnes,45
MA,F,1934,Jeanne,181
MA,F,1934,Barbara,1353
MA,F,1934,Sally,114
MA,F,1934,Sarah,43
MD,F,1934,Peggy,77
MD,F,1934,Lillian,69
MD,F,1934,Carolyn,88
ME,F,1934,Alice,53
ME,F,1934,Phyllis,50
MI,F,1934,Jeanne,75
MI,F,1934,Phyllis,369
MI,F,1934,Bernice,85
MI,F,1934,Vera,43
MI,F,1934,Lucille,116
MI,F,1934,Rosemarie,38
MN,F,1934,Ruth,187
MO,F,1934,Patsy,190
MO,F,1934,Beverly,239
MS,F,1934,Tommie,42
MS,F,1934,Daisy,72
MS,F,1934,Peggy,149
MS,F,1934,Charlotte,40
MS,F,1934,Georgia,121
MS,F,1934,Katherine,83
MT,F,1934,Beverly,54
MT,F,1934,Mary,232
NC,F,1934,Rosa,195
NC,F,1934,Ruby,416
NC,F,1934,Minnie,169
NC,F,1934,Charlotte,59
ND,F,1934,Bonnie,39
ND,F,1934,Joan,80
NJ,F,1934,Esther,46
NJ,F,1934,Harriet,67
NJ,F,1934,Elaine,217
NM,F,1934,Virginia,71
NM,F,1934,Esther,37
NY,F,1934,Rhoda,140
NY,F,1934,Teresa,125
NY,F,1934,Isabel,48
NY,F,1934,Cynthia,170
NY,F,1934,Doris,728
NY,F,1934,Toby,42
NY,F,1934,Bertha,64
NY,F,1934,Elizabeth,1078
NY,F,1934,Roslyn,83
NY,F,1934,Lucy,166
NY,F,1934,Irene,525
NY,F,1934,Julia,194
NY,F,1934,Dawn,45
NY,F,1934,Myra,74
OH,F,1934,Joann,350
OH,F,1934,Marlene,249
OH,F,1934,Maryann,57
OK,F,1934,Ramona,42
OK,F,1934,Elizabeth,118
OK,F,1934,Alice,140
OK,F,1934,Irene,44
OK,F,1934,Catherine,46
OR,F,1934,Helen,57
PA,F,1934,Suzanne,125
PA,F,1934,Susan,122
PA,F,1934,Elsie,207
RI,F,1934,Jean,63
RI,F,1934,Margaret,66
RI,F,1934,Dolores,67
SC,F,1934,Lillie,191
SC,F,1934,Evelyn,193
SC,F,1934,Katherine,43
SC,F,1934,Rose,64
SC,F,1934,Bobbie,112
SC,F,1934,Sallie,43
TN,F,1934,Willa,42
TN,F,1934,Rebecca,66
TN,F,1934,Alma,127
TN,F,1934,Edith,132
TX,F,1934,Winnie,42
TX,F,1934,June,138
TX,F,1934,Imogene,66
TX,F,1934,Louise,145
TX,F,1934,Earline,50
TX,F,1934,Francisca,91
TX,F,1934,Bettye,108
TX,F,1934,Fannie,56
TX,F,1934,Estella,71
UT,F,1934,Carol,155
UT,F,1934,Patricia,76
VA,F,1934,Lorraine,42
VA,F,1934,Annie,225
VA,F,1934,Lula,43
VA,F,1934,Billie,54
VA,F,1934,Alma,82
VA,F,1934,Nannie,50
VA,F,1934,Rachel,59
WA,F,1934,Patricia,306
WI,F,1934,Lavonne,43
WI,F,1934,Shirley,606
WI,F,1934,Lillian,62
WV,F,1934,Joann,97
WV,F,1934,Gladys,84
AL,F,1935,Eva,85
AL,F,1935,Cora,69
